,index (ignore),SOC code (occupation label),"Income (Yscore weighted with importance, formula in report)",Satisfaction,Learnability,Security,score (mean of the 4),color,Career Cluster,Career Pathway,Occupation
412,528,25-1022.00,3140.783913,542.1422111,-2650.172508,2519.7232,888.1192039,0.687381522,Human Services,Counseling and Mental Health Services,"Mathematical Science Teachers, Postsecondary"
413,396,19-2041.00,3136.621495,535.840025,-2554.231984,2431.335801,887.3913342,0.686497053,"Agriculture, Food and Natural Resources",Natural Resources Systems,"Environmental Scientists and Specialists, Including Health"
414,397,19-2041.00,3136.621495,535.840025,-2554.231984,2431.335801,887.3913342,0.686497053,"Science, Technology, Engineering and Mathematics",Science and Math,"Environmental Scientists and Specialists, Including Health"
415,117,11-9199.09,3080.98299,531.7027697,-2479.294104,2414.4139,886.9513889,0.685962454,Business Management and Administration,Management,Wind Energy Operations Managers
416,638,25-2053.00,3044.362674,539.13209,-2592.086316,2556.013056,886.855376,0.685845784,Education and Training,Teaching/Training,"Special Education Teachers, Middle School"
417,837,29-1141.00,3062.775202,534.9990142,-2522.604374,2471.767088,886.7342327,0.685698577,Health Science,Therapeutic Services,Registered Nurses
418,488,21-1022.00,3068.759167,537.8265498,-2582.502486,2516.247402,885.0826582,0.683691669,Human Services,Family and Community Services,Healthcare Social Workers
419,487,21-1022.00,3068.759167,537.8265498,-2582.502486,2516.247402,885.0826582,0.683691669,Human Services,Counseling and Mental Health Services,Healthcare Social Workers
420,400,19-2041.03,3161.761816,535.1989263,-2608.662845,2450.741128,884.7597565,0.683299296,"Science, Technology, Engineering and Mathematics",Science and Math,Industrial Ecologists
421,845,29-1181.00,3101.851847,540.3020632,-2517.768284,2413.043552,884.3572945,0.682810245,Health Science,Therapeutic Services,Audiologists
422,196,15-1111.00,3173.185567,526.591799,-2535.161564,2372.614269,884.307518,0.682749759,Information Technology,Interactive Media,Computer and Information Research Scientists
423,199,15-1111.00,3173.185567,526.591799,-2535.161564,2372.614269,884.307518,0.682749759,"Science, Technology, Engineering and Mathematics",Science and Math,Computer and Information Research Scientists
424,197,15-1111.00,3173.185567,526.591799,-2535.161564,2372.614269,884.307518,0.682749759,Information Technology,Network Systems,Computer and Information Research Scientists
425,198,15-1111.00,3173.185567,526.591799,-2535.161564,2372.614269,884.307518,0.682749759,Information Technology,Programming and Software Development,Computer and Information Research Scientists
426,194,15-1111.00,3173.185567,526.591799,-2535.161564,2372.614269,884.307518,0.682749759,Health Science,Health Informatics,Computer and Information Research Scientists
427,195,15-1111.00,3173.185567,526.591799,-2535.161564,2372.614269,884.307518,0.682749759,Information Technology,Information Support and Services,Computer and Information Research Scientists
428,164,13-2011.02,3121.048449,530.1269653,-2578.348934,2463.183492,884.0024932,0.682379109,Business Management and Administration,Business Financial Management and Accounting,Auditors
429,313,17-2199.09,3162.692852,533.981584,-2521.042406,2356.358631,882.9976651,0.681158094,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Nanosystems Engineers
430,71,11-9039.02,3043.27436,531.0452053,-2504.543124,2461.154069,882.7326274,0.680836034,Education and Training,Administration and Administrative Support,Fitness and Wellness Coordinators
431,940,33-3021.03,3070.510035,531.8873143,-2530.618841,2455.330245,881.7771883,0.679675034,"Law, Public Safety, Corrections and Security",Law Enforcement Services,Criminal Investigators and Special Agents
432,491,21-1091.00,3064.815194,539.2187842,-2575.723546,2498.726801,881.759308,0.679653307,Health Science,Health Informatics,Health Educators
433,492,21-1091.00,3064.815194,539.2187842,-2575.723546,2498.726801,881.759308,0.679653307,Human Services,Counseling and Mental Health Services,Health Educators
434,1377,51-1011.00,3037.488487,533.8610671,-2431.717631,2386.306873,881.484699,0.679319616,Manufacturing,Production,First-Line Supervisors of Production and Operating Workers
435,1376,51-1011.00,3037.488487,533.8610671,-2431.717631,2386.306873,881.484699,0.679319616,Business Management and Administration,Management,First-Line Supervisors of Production and Operating Workers
436,729,27-2032.00,2995.883024,535.5199135,-2534.370672,2525.789409,880.7054186,0.678372675,"Arts, Audio/Video Technology and Communications",Performing Arts,Choreographers
437,728,27-2032.00,2995.883024,535.5199135,-2534.370672,2525.789409,880.7054186,0.678372675,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,Choreographers
438,112,11-9199.02,3042.641512,532.8266322,-2547.913891,2495.266173,880.7051063,0.678372295,Business Management and Administration,Management,Compliance Managers
439,161,13-1199.05,3076.930701,529.8391326,-2522.998217,2436.284962,880.0141447,0.677532675,Business Management and Administration,Business Analysis,Sustainability Specialists
440,625,25-1193.00,3063.640219,540.755707,-2580.492612,2495.1217,879.7562536,0.677219299,Education and Training,Administration and Administrative Support,"Recreation and Fitness Studies Teachers, Postsecondary"
441,626,25-1193.00,3063.640219,540.755707,-2580.492612,2495.1217,879.7562536,0.677219299,Education and Training,Teaching/Training,"Recreation and Fitness Studies Teachers, Postsecondary"
442,624,25-1193.00,3063.640219,540.755707,-2580.492612,2495.1217,879.7562536,0.677219299,"Agriculture, Food and Natural Resources",Natural Resources Systems,"Recreation and Fitness Studies Teachers, Postsecondary"
443,285,17-2072.00,3144.566064,532.5238635,-2459.606468,2300.141798,879.4063142,0.676794071,"Science, Technology, Engineering and Mathematics",Engineering and Technology,"Electronics Engineers, Except Computer"
444,612,25-1124.00,3065.539021,541.0344124,-2597.520839,2508.50978,879.3905936,0.676774968,Education and Training,Teaching/Training,"Foreign Language and Literature Teachers, Postsecondary"
445,621,25-1192.00,3076.114372,538.240182,-2581.504706,2483.501729,879.0878942,0.676407143,Human Services,Consumer Services,"Home Economics Teachers, Postsecondary"
446,619,25-1192.00,3076.114372,538.240182,-2581.504706,2483.501729,879.0878942,0.676407143,Education and Training,Teaching/Training,"Home Economics Teachers, Postsecondary"
447,620,25-1192.00,3076.114372,538.240182,-2581.504706,2483.501729,879.0878942,0.676407143,Health Science,Support Services,"Home Economics Teachers, Postsecondary"
448,623,25-1192.00,3076.114372,538.240182,-2581.504706,2483.501729,879.0878942,0.676407143,Human Services,Family and Community Services,"Home Economics Teachers, Postsecondary"
449,622,25-1192.00,3076.114372,538.240182,-2581.504706,2483.501729,879.0878942,0.676407143,Human Services,Early Childhood Development and Services,"Home Economics Teachers, Postsecondary"
450,650,25-4012.00,3084.345256,529.5558457,-2532.229049,2433.448997,878.7802622,0.676033325,"Science, Technology, Engineering and Mathematics",Science and Math,Curators
451,649,25-4012.00,3084.345256,529.5558457,-2532.229049,2433.448997,878.7802622,0.676033325,Education and Training,Teaching/Training,Curators
452,648,25-4012.00,3084.345256,529.5558457,-2532.229049,2433.448997,878.7802622,0.676033325,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,Curators
453,484,21-1015.00,3046.360392,530.5599796,-2566.627755,2503.475236,878.441963,0.675622241,Human Services,Counseling and Mental Health Services,Rehabilitation Counselors
454,483,21-1015.00,3046.360392,530.5599796,-2566.627755,2503.475236,878.441963,0.675622241,Health Science,Health Informatics,Rehabilitation Counselors
455,947,33-3051.03,3009.084924,529.229183,-2505.188465,2480.327995,878.3634093,0.675526787,"Law, Public Safety, Corrections and Security",Law Enforcement Services,Sheriffs and Deputy Sheriffs
456,948,33-3051.03,3009.084924,529.229183,-2505.188465,2480.327995,878.3634093,0.675526787,"Law, Public Safety, Corrections and Security",Security and Protective Services,Sheriffs and Deputy Sheriffs
457,834,29-1127.00,3061.477108,536.9898163,-2572.379897,2484.276956,877.5909958,0.67458819,Health Science,Therapeutic Services,Speech-Language Pathologists
458,135,13-1041.04,3061.117397,528.7671983,-2509.39309,2429.186854,877.4195901,0.674379906,Government and Public Administration,Regulation,Government Property Inspectors and Investigators
459,177,13-2052.00,3094.809147,525.1482484,-2577.47461,2466.987492,877.3675693,0.674316693,Finance,Financial and Investment Planning,Personal Financial Advisors
460,503,23-1021.00,3074.464824,531.6021212,-2584.538742,2484.374804,876.475752,0.673233003,"Law, Public Safety, Corrections and Security",Legal Services,"Administrative Law Judges, Adjudicators, and Hearing Officers"
461,398,19-2041.01,3102.813124,531.6151352,-2591.729888,2462.482759,876.2952827,0.673013706,Government and Public Administration,Planning,Climate Change Analysts
462,613,25-1125.00,3053.419157,540.9779387,-2606.941119,2516.572687,876.0071659,0.672663602,Education and Training,Teaching/Training,"History Teachers, Postsecondary"
463,614,25-1125.00,3053.419157,540.9779387,-2606.941119,2516.572687,876.0071659,0.672663602,"Science, Technology, Engineering and Mathematics",Science and Math,"History Teachers, Postsecondary"
464,1293,49-1011.00,3040.013119,529.1104242,-2374.739725,2307.148679,875.3831245,0.671905299,Manufacturing,"Maintenance, Installation and Repair","First-Line Supervisors of Mechanics, Installers, and Repairers"
465,1292,49-1011.00,3040.013119,529.1104242,-2374.739725,2307.148679,875.3831245,0.671905299,Business Management and Administration,Management,"First-Line Supervisors of Mechanics, Installers, and Repairers"
466,408,19-3011.01,3110.323755,525.8624586,-2566.607326,2426.433174,874.0030154,0.670228262,"Science, Technology, Engineering and Mathematics",Science and Math,Environmental Economists
467,247,15-1199.04,3134.084163,528.2605114,-2579.290385,2412.096482,873.7876929,0.669966613,"Science, Technology, Engineering and Mathematics",Science and Math,Geospatial Information Scientists and Technologists
468,521,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,"Marketing, Sales and Service",Marketing Information Management and Research,"Business Teachers, Postsecondary"
469,519,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,Finance,Insurance Services,"Business Teachers, Postsecondary"
470,518,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,Finance,Financial and Investment Planning,"Business Teachers, Postsecondary"
471,517,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,Education and Training,Teaching/Training,"Business Teachers, Postsecondary"
472,520,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,"Marketing, Sales and Service",Management and Entrepreneurship,"Business Teachers, Postsecondary"
473,516,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,Business Management and Administration,Marketing,"Business Teachers, Postsecondary"
474,515,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,Business Management and Administration,Management,"Business Teachers, Postsecondary"
475,514,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,Business Management and Administration,Human Resources,"Business Teachers, Postsecondary"
476,513,25-1011.00,3069.544812,533.7732645,-2583.698551,2474.822039,873.6103909,0.669751165,Business Management and Administration,Business Financial Management and Accounting,"Business Teachers, Postsecondary"
477,1053,41-3031.01,3073.554927,524.1999721,-2582.587432,2479.099225,873.5666729,0.669698041,Finance,Financial and Investment Planning,"Sales Agents, Securities and Commodities"
478,121,13-1011.00,3015.879152,524.6320658,-2542.105563,2494.989531,873.3487963,0.669433289,Business Management and Administration,Management,"Agents and Business Managers of Artists, Performers, and Athletes"
479,120,13-1011.00,3015.879152,524.6320658,-2542.105563,2494.989531,873.3487963,0.669433289,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,"Agents and Business Managers of Artists, Performers, and Athletes"
480,568,25-1064.00,3078.974593,536.1202672,-2591.565448,2469.520012,873.2623559,0.669328251,"Science, Technology, Engineering and Mathematics",Science and Math,"Geography Teachers, Postsecondary"
481,567,25-1064.00,3078.974593,536.1202672,-2591.565448,2469.520012,873.2623559,0.669328251,Education and Training,Teaching/Training,"Geography Teachers, Postsecondary"
482,640,25-2059.01,2997.06931,531.872514,-2522.009282,2485.973934,873.226619,0.669284825,Education and Training,Teaching/Training,Adapted Physical Education Specialists
483,561,25-1062.00,3064.20685,539.142862,-2596.312792,2482.819059,872.463995,0.668358124,Education and Training,Teaching/Training,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
484,562,25-1062.00,3064.20685,539.142862,-2596.312792,2482.819059,872.463995,0.668358124,Human Services,Counseling and Mental Health Services,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
485,563,25-1062.00,3064.20685,539.142862,-2596.312792,2482.819059,872.463995,0.668358124,"Science, Technology, Engineering and Mathematics",Science and Math,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
486,835,29-1131.00,3069.117131,529.1571767,-2513.248745,2403.426273,872.1129589,0.667931563,"Agriculture, Food and Natural Resources",Animal Systems,Veterinarians
487,836,29-1131.00,3069.117131,529.1571767,-2513.248745,2403.426273,872.1129589,0.667931563,Health Science,Therapeutic Services,Veterinarians
488,299,17-2141.00,3139.287963,524.0210048,-2458.84142,2282.439992,871.7268849,0.667462426,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Mechanical Engineers
489,264,15-2041.02,3095.471866,522.9235314,-2523.092306,2391.278716,871.6454519,0.667363473,Health Science,Biotechnology Research and Development,Clinical Data Managers
490,595,25-1112.00,3037.922256,537.8405827,-2589.018988,2495.300484,870.5110837,0.665985048,"Law, Public Safety, Corrections and Security",Legal Services,"Law Teachers, Postsecondary"
491,594,25-1112.00,3037.922256,537.8405827,-2589.018988,2495.300484,870.5110837,0.665985048,Education and Training,Teaching/Training,"Law Teachers, Postsecondary"
492,253,15-1199.11,3085.00856,516.9822661,-2513.054105,2392.633159,870.3924699,0.665840914,Information Technology,Programming and Software Development,Video Game Designers
493,350,17-3029.06,3114.067623,524.832655,-2398.818974,2240.363998,870.1113255,0.665499282,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Manufacturing Engineering Technologists
494,364,19-1012.00,3043.279115,525.8540428,-2469.125967,2378.053627,869.5152042,0.664774907,"Agriculture, Food and Natural Resources",Food Products and Processing Systems,Food Scientists and Technologists
495,363,19-1012.00,3043.279115,525.8540428,-2469.125967,2378.053627,869.5152042,0.664774907,"Agriculture, Food and Natural Resources",Agribusiness Systems,Food Scientists and Technologists
496,365,19-1012.00,3043.279115,525.8540428,-2469.125967,2378.053627,869.5152042,0.664774907,"Agriculture, Food and Natural Resources",Plant Systems,Food Scientists and Technologists
497,300,17-2141.01,3099.292956,527.2751202,-2437.275476,2288.334666,869.4068165,0.664643199,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Fuel Cell Engineers
498,406,19-3011.00,3104.144152,526.1013469,-2597.848288,2444.478507,869.2189293,0.664414889,Government and Public Administration,Planning,Economists
499,405,19-3011.00,3104.144152,526.1013469,-2597.848288,2444.478507,869.2189293,0.664414889,Business Management and Administration,Management,Economists
500,404,19-3011.00,3104.144152,526.1013469,-2597.848288,2444.478507,869.2189293,0.664414889,"Agriculture, Food and Natural Resources",Plant Systems,Economists
501,407,19-3011.00,3104.144152,526.1013469,-2597.848288,2444.478507,869.2189293,0.664414889,"Science, Technology, Engineering and Mathematics",Science and Math,Economists
502,430,19-3092.00,3086.716808,530.5874552,-2573.926031,2431.8672,868.8113581,0.663919629,"Science, Technology, Engineering and Mathematics",Science and Math,Geographers
503,633,25-2022.00,2980.447789,528.8612853,-2518.31641,2479.967513,867.7400442,0.662617824,Education and Training,Teaching/Training,"Middle School Teachers, Except Special and Career/Technical Education"
504,731,27-2041.01,2970.431098,524.3716453,-2474.100097,2449.252054,867.488675,0.662312373,Human Services,Counseling and Mental Health Services,Music Directors
505,730,27-2041.01,2970.431098,524.3716453,-2474.100097,2449.252054,867.488675,0.662312373,"Arts, Audio/Video Technology and Communications",Performing Arts,Music Directors
506,1031,39-9041.00,2953.731213,519.4036255,-2459.218433,2452.988754,866.7262901,0.661385963,Hospitality and Tourism,Lodging,Residential Advisors
507,1032,39-9041.00,2953.731213,519.4036255,-2459.218433,2452.988754,866.7262901,0.661385963,Human Services,Family and Community Services,Residential Advisors
508,504,23-1022.00,3009.22334,525.828585,-2579.662525,2506.180833,865.3925581,0.659765281,"Law, Public Safety, Corrections and Security",Legal Services,"Arbitrators, Mediators, and Conciliators"
509,938,33-3021.01,3014.76628,524.7393414,-2499.652698,2421.032375,865.2213243,0.659557206,"Law, Public Safety, Corrections and Security",Law Enforcement Services,Police Detectives
510,284,17-2071.00,3075.060791,523.6188028,-2467.993051,2329.434581,865.030281,0.65932506,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Electrical Engineers
511,717,27-2012.04,2986.446483,522.2091686,-2498.057889,2447.532554,864.5325791,0.658720279,"Arts, Audio/Video Technology and Communications",Performing Arts,Talent Directors
512,716,27-2012.04,2986.446483,522.2091686,-2498.057889,2447.532554,864.5325791,0.658720279,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,Talent Directors
513,137,13-1041.07,3037.742043,519.7767586,-2512.543368,2409.245389,863.5552057,0.657532625,Education and Training,Administration and Administrative Support,Regulatory Affairs Specialists
514,298,17-2131.00,3072.986806,518.7096276,-2467.524767,2328.157682,863.0823372,0.65695802,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Materials Engineers
515,1059,41-4011.00,2987.657015,514.7304232,-2492.4697,2440.844938,862.6906691,0.656482085,"Agriculture, Food and Natural Resources",Agribusiness Systems,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
516,1060,41-4011.00,2987.657015,514.7304232,-2492.4697,2440.844938,862.6906691,0.656482085,Business Management and Administration,Marketing,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
517,1061,41-4011.00,2987.657015,514.7304232,-2492.4697,2440.844938,862.6906691,0.656482085,"Marketing, Sales and Service",Professional Sales and Marketing,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
518,1107,43-4051.03,2963.432559,520.3191286,-2515.452692,2481.045951,862.3362367,0.656051398,Health Science,Support Services,Patient Representatives
519,961,35-1011.00,2955.701896,514.7664491,-2364.747981,2342.670507,862.0977178,0.655761562,Hospitality and Tourism,Restaurants and Food/Beverage Services,Chefs and Head Cooks
520,134,13-1041.03,3015.458151,521.903741,-2545.592904,2451.222193,860.7477951,0.654121206,Government and Public Administration,Regulation,Equal Opportunity Representatives and Officers
521,707,27-1027.00,3010.722361,516.9126136,-2413.449496,2328.724378,860.7274641,0.654096501,"Arts, Audio/Video Technology and Communications",Visual Arts,Set and Exhibit Designers
522,708,27-1027.00,3010.722361,516.9126136,-2413.449496,2328.724378,860.7274641,0.654096501,Hospitality and Tourism,"Recreation, Amusements and Attractions",Set and Exhibit Designers
523,705,27-1027.00,3010.722361,516.9126136,-2413.449496,2328.724378,860.7274641,0.654096501,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,Set and Exhibit Designers
524,706,27-1027.00,3010.722361,516.9126136,-2413.449496,2328.724378,860.7274641,0.654096501,"Arts, Audio/Video Technology and Communications",Performing Arts,Set and Exhibit Designers
525,611,25-1123.00,2998.057771,534.7695076,-2582.730629,2491.867726,860.491094,0.653809276,Education and Training,Teaching/Training,"English Language and Literature Teachers, Postsecondary"
526,610,25-1123.00,2998.057771,534.7695076,-2582.730629,2491.867726,860.491094,0.653809276,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,"English Language and Literature Teachers, Postsecondary"
527,1212,47-1011.03,2970.163873,518.2466208,-2360.604013,2311.167046,859.7433817,0.652900695,Architecture and Construction,Construction,Solar Energy Installation Managers
528,371,19-1023.00,3017.396139,521.4231505,-2464.89095,2363.79762,859.4314901,0.6525217,"Agriculture, Food and Natural Resources",Animal Systems,Zoologists and Wildlife Biologists
529,372,19-1023.00,3017.396139,521.4231505,-2464.89095,2363.79762,859.4314901,0.6525217,"Agriculture, Food and Natural Resources",Natural Resources Systems,Zoologists and Wildlife Biologists
530,373,19-1023.00,3017.396139,521.4231505,-2464.89095,2363.79762,859.4314901,0.6525217,"Science, Technology, Engineering and Mathematics",Science and Math,Zoologists and Wildlife Biologists
531,306,17-2199.02,3026.486781,518.8555611,-2452.866158,2343.879708,859.0889729,0.652105491,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Validation Engineers
532,401,19-2042.00,3069.854054,519.6438358,-2503.780094,2348.824601,858.635599,0.651554575,"Science, Technology, Engineering and Mathematics",Science and Math,"Geoscientists, Except Hydrologists and Geographers"
533,572,25-1065.00,3011.938918,532.8713381,-2572.017952,2460.520563,858.3282167,0.651181059,"Science, Technology, Engineering and Mathematics",Science and Math,"Political Science Teachers, Postsecondary"
534,570,25-1065.00,3011.938918,532.8713381,-2572.017952,2460.520563,858.3282167,0.651181059,Government and Public Administration,Governance,"Political Science Teachers, Postsecondary"
535,571,25-1065.00,3011.938918,532.8713381,-2572.017952,2460.520563,858.3282167,0.651181059,Government and Public Administration,Planning,"Political Science Teachers, Postsecondary"
536,569,25-1065.00,3011.938918,532.8713381,-2572.017952,2460.520563,858.3282167,0.651181059,Education and Training,Teaching/Training,"Political Science Teachers, Postsecondary"
537,395,19-2032.00,3057.34993,520.7135717,-2472.865552,2324.576575,857.4436311,0.650106157,"Science, Technology, Engineering and Mathematics",Science and Math,Materials Scientists
538,992,39-1021.00,2933.961573,514.0053974,-2421.823064,2401.618801,856.940677,0.649494993,Human Services,Personal Care Services,First-Line Supervisors of Personal Service Workers
539,193,13-2099.04,2979.636446,517.3860123,-2490.364756,2418.34679,856.2511231,0.648657083,Finance,Business Financial Management,"Fraud Examiners, Investigators and Analysts"
540,25,11-3011.00,2949.050923,513.8302713,-2430.403332,2390.562984,855.7602112,0.648060552,"Transportation, Distribution and Logistics",Logistics Planning and Management Services,Administrative Services Managers
541,22,11-3011.00,2949.050923,513.8302713,-2430.403332,2390.562984,855.7602112,0.648060552,Business Management and Administration,Management,Administrative Services Managers
542,23,11-3011.00,2949.050923,513.8302713,-2430.403332,2390.562984,855.7602112,0.648060552,Government and Public Administration,Governance,Administrative Services Managers
543,24,11-3011.00,2949.050923,513.8302713,-2430.403332,2390.562984,855.7602112,0.648060552,Health Science,Health Informatics,Administrative Services Managers
544,634,25-2023.00,2968.767042,524.1440152,-2450.231128,2380.194559,855.718622,0.648010015,Education and Training,Teaching/Training,"Career/Technical Education Teachers, Middle School"
545,564,25-1063.00,3021.778969,522.2755603,-2535.172647,2413.635135,855.6292545,0.647901421,Business Management and Administration,Management,"Economics Teachers, Postsecondary"
546,565,25-1063.00,3021.778969,522.2755603,-2535.172647,2413.635135,855.6292545,0.647901421,Education and Training,Teaching/Training,"Economics Teachers, Postsecondary"
547,566,25-1063.00,3021.778969,522.2755603,-2535.172647,2413.635135,855.6292545,0.647901421,"Science, Technology, Engineering and Mathematics",Science and Math,"Economics Teachers, Postsecondary"
548,882,29-2091.00,2989.898569,516.9351815,-2422.905446,2328.239698,853.0420007,0.644757524,Health Science,Therapeutic Services,Orthotists and Prosthetists
549,881,29-2091.00,2989.898569,516.9351815,-2422.905446,2328.239698,853.0420007,0.644757524,Health Science,Health Informatics,Orthotists and Prosthetists
550,140,13-1051.00,3021.513921,508.4343847,-2479.330502,2358.58591,852.3009282,0.643857011,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Cost Estimators
551,139,13-1051.00,3021.513921,508.4343847,-2479.330502,2358.58591,852.3009282,0.643857011,Business Management and Administration,Management,Cost Estimators
552,138,13-1051.00,3021.513921,508.4343847,-2479.330502,2358.58591,852.3009282,0.643857011,Architecture and Construction,Construction,Cost Estimators
553,49,11-3071.02,2947.338847,507.4634471,-2378.450097,2332.444532,852.1991825,0.643733375,Government and Public Administration,Governance,Storage and Distribution Managers
554,50,11-3071.02,2947.338847,507.4634471,-2378.450097,2332.444532,852.1991825,0.643733375,"Transportation, Distribution and Logistics",Logistics Planning and Management Services,Storage and Distribution Managers
555,51,11-3071.02,2947.338847,507.4634471,-2378.450097,2332.444532,852.1991825,0.643733375,"Transportation, Distribution and Logistics",Transportation Operations,Storage and Distribution Managers
556,48,11-3071.02,2947.338847,507.4634471,-2378.450097,2332.444532,852.1991825,0.643733375,Business Management and Administration,Management,Storage and Distribution Managers
557,52,11-3071.02,2947.338847,507.4634471,-2378.450097,2332.444532,852.1991825,0.643733375,"Transportation, Distribution and Logistics",Warehousing and Distribution Center Operations,Storage and Distribution Managers
558,294,17-2112.00,2989.09944,511.2107857,-2432.095733,2340.205769,852.1050656,0.643619009,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Industrial Engineers
559,309,17-2199.05,3021.759101,509.5923115,-2401.213289,2276.114298,851.5631052,0.642960447,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Mechatronics Engineers
560,132,13-1041.01,2989.811324,514.3400629,-2422.850374,2322.161183,850.8655492,0.642112813,"Agriculture, Food and Natural Resources",Environmental Service Systems,Environmental Compliance Inspectors
561,367,19-1020.01,3031.840619,513.8458476,-2471.49684,2328.079311,850.5672343,0.641750316,Health Science,Biotechnology Research and Development,Biologists
562,158,13-1199.02,2991.876823,515.0507708,-2398.260195,2293.317282,850.4961701,0.641663963,"Law, Public Safety, Corrections and Security",Security and Protective Services,Security Management Specialists
563,629,25-2011.00,2900.926173,519.8605308,-2457.685335,2437.559274,850.1651608,0.641261737,Education and Training,Teaching/Training,"Preschool Teachers, Except Special Education"
564,630,25-2011.00,2900.926173,519.8605308,-2457.685335,2437.559274,850.1651608,0.641261737,Human Services,Early Childhood Development and Services,"Preschool Teachers, Except Special Education"
565,741,27-3021.00,2939.523397,513.9679556,-2467.925443,2411.833556,849.3498663,0.640271034,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,Broadcast News Analysts
566,742,27-3021.00,2939.523397,513.9679556,-2467.925443,2411.833556,849.3498663,0.640271034,Government and Public Administration,Governance,Broadcast News Analysts
567,788,29-1011.00,2976.119163,515.9020064,-2478.635655,2383.783239,849.2921883,0.640200946,Health Science,Therapeutic Services,Chiropractors
568,712,27-2012.02,2910.904731,511.3652971,-2415.696892,2389.532763,849.0264751,0.639878065,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,"Directors- Stage, Motion Pictures, Television, and Radio"
569,713,27-2012.02,2910.904731,511.3652971,-2415.696892,2389.532763,849.0264751,0.639878065,"Arts, Audio/Video Technology and Communications",Performing Arts,"Directors- Stage, Motion Pictures, Television, and Radio"
570,252,15-1199.10,2995.011478,508.580456,-2463.400086,2355.008105,848.7999884,0.639602851,"Marketing, Sales and Service",Professional Sales and Marketing,Search Marketing Strategists
571,617,25-1126.00,2966.377134,522.376143,-2516.74935,2421.028201,848.2580321,0.638944293,"Science, Technology, Engineering and Mathematics",Science and Math,"Philosophy and Religion Teachers, Postsecondary"
572,615,25-1126.00,2966.377134,522.376143,-2516.74935,2421.028201,848.2580321,0.638944293,Education and Training,Teaching/Training,"Philosophy and Religion Teachers, Postsecondary"
573,616,25-1126.00,2966.377134,522.376143,-2516.74935,2421.028201,848.2580321,0.638944293,Human Services,Counseling and Mental Health Services,"Philosophy and Religion Teachers, Postsecondary"
574,963,35-1012.00,2898.081152,505.1225167,-2367.715803,2353.850072,847.3344847,0.637822046,Hospitality and Tourism,Restaurants and Food/Beverage Services,First-Line Supervisors of Food Preparation and Serving Workers
575,962,35-1012.00,2898.081152,505.1225167,-2367.715803,2353.850072,847.3344847,0.637822046,Health Science,Support Services,First-Line Supervisors of Food Preparation and Serving Workers
576,1007,39-4031.00,2914.588269,505.433877,-2380.687542,2348.201875,846.8841198,0.637274786,Human Services,Personal Care Services,"Morticians, Undertakers, and Funeral Directors"
577,182,13-2071.01,2954.918208,512.7495032,-2497.687273,2413.611491,845.8979824,0.636076483,Finance,Banking and Related Services,Loan Counselors
578,183,13-2071.01,2954.918208,512.7495032,-2497.687273,2413.611491,845.8979824,0.636076483,Finance,Financial and Investment Planning,Loan Counselors
579,184,13-2071.01,2954.918208,512.7495032,-2497.687273,2413.611491,845.8979824,0.636076483,Human Services,Consumer Services,Loan Counselors
580,703,27-1025.00,2922.706915,504.2421473,-2410.269222,2361.44952,844.53234,0.634417026,"Marketing, Sales and Service",Professional Sales and Marketing,Interior Designers
